Fecha_Registro,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,Punto de rocío
14-noviembre-2024,08:49,Neblina,13°,9 km/h,62%,1030 hPa,6°
14-noviembre-2024,11:45,Neblina,17°,17 km/h,45%,1029 hPa,5°
14-noviembre-2024,14:16,Neblina,20°,19 km/h,32%,1026 hPa,3°
14-noviembre-2024,15:48,Neblina,21°,19 km/h,30%,1025 hPa,3°
14-noviembre-2024,16:46,Neblina,20°,20 km/h,32%,1025 hPa,3°
14-noviembre-2024,17:48,Neblina,19°,26 km/h,32%,1026 hPa,2°
14-noviembre-2024,18:30,Neblina,17°,26 km/h,39%,1026 hPa,3°
14-noviembre-2024,19:16,Despejado,15°,19 > 37 km/h,48%,1027 hPa,4°
14-noviembre-2024,20:45,Despejado,14°,15 km/h,55%,1029 hPa,5°
14-noviembre-2024,21:45,Neblina,14°,11 km/h,51%,1029 hPa,4°
15-noviembre-2024,01:42,Neblina,10°,En calma,71%,1027 hPa,5°
15-noviembre-2024,01:45,Neblina,10°,En calma,71%,1027 hPa,5°
15-noviembre-2024,05:45,Neblina,9°,En calma,71%,1026 hPa,4°
15-noviembre-2024,06:47,Neblina,9°,6 km/h,71%,1027 hPa,4°
15-noviembre-2024,08:45,Neblina,13°,9 km/h,58%,1027 hPa,5°
15-noviembre-2024,09:19,Neblina,15°,7 km/h,55%,1027 hPa,6°
15-noviembre-2024,10:48,Neblina,17°,11 km/h,48%,1026 hPa,6°
15-noviembre-2024,12:36,Neblina,21°,6 km/h,35%,1024 hPa,5°
15-noviembre-2024,14:45,Neblina,23°,En calma,29%,1022 hPa,4°
15-noviembre-2024,15:50,Neblina,23°,9 km/h,29%,1021 hPa,4°
15-noviembre-2024,16:45,Neblina,23°,13 km/h,31%,1021 hPa,5°
15-noviembre-2024,18:15,Neblina,20°,22 km/h,32%,1022 hPa,3°
15-noviembre-2024,18:50,Neblina,20°,19 km/h,35%,1022 hPa,4°
15-noviembre-2024,19:45,Neblina,18°,19 km/h,42%,1023 hPa,5°
15-noviembre-2024,19:50,Neblina,18°,19 km/h,42%,1023 hPa,5°
15-noviembre-2024,20:50,Neblina,17°,15 km/h,42%,1024 hPa,4°
15-noviembre-2024,23:47,Neblina,15°,7 km/h,48%,1025 hPa,4°
16-noviembre-2024,01:55,Neblina,13°,7 km/h,62%,1024 hPa,6°
16-noviembre-2024,02:47,Neblina,12°,7 km/h,67%,1023 hPa,6°
16-noviembre-2024,03:48,Neblina,11°,11 km/h,66%,1023 hPa,5°
16-noviembre-2024,04:50,Neblina,9°,7 km/h,81%,1023 hPa,6°
16-noviembre-2024,05:56,Neblina,9°,En calma,81%,1024 hPa,6°
16-noviembre-2024,06:47,Neblina,9°,7 km/h,81%,1025 hPa,6°
16-noviembre-2024,07:45,Neblina,11°,9 km/h,76%,1025 hPa,7°
16-noviembre-2024,08:35,Neblina,14°,7 km/h,63%,1026 hPa,7°
16-noviembre-2024,08:45,Neblina,14°,9 km/h,63%,1026 hPa,7°
16-noviembre-2024,09:18,Neblina,16°,En calma,51%,1026 hPa,6°
16-noviembre-2024,09:50,Neblina,17°,6 km/h,48%,1026 hPa,6°
16-noviembre-2024,10:25,Neblina,19°,En calma,46%,1026 hPa,7°
16-noviembre-2024,10:50,Neblina,20°,6 km/h,43%,1026 hPa,7°
16-noviembre-2024,11:48,Neblina,22°,11 km/h,38%,1025 hPa,7°
16-noviembre-2024,11:50,Neblina,22°,9 km/h,35%,1025 hPa,6°
16-noviembre-2024,12:50,Neblina,23°,6 km/h,33%,1023 hPa,6°
16-noviembre-2024,13:50,Neblina,24°,11 km/h,27%,1022 hPa,4°
16-noviembre-2024,15:52,Neblina,25°,En calma,26%,1021 hPa,4°
16-noviembre-2024,16:50,Neblina,24°,7 km/h,27%,1020 hPa,4°
16-noviembre-2024,18:46,Neblina,21°,15 km/h,40%,1021 hPa,7°
16-noviembre-2024,18:50,Neblina,20°,15 km/h,40%,1021 hPa,6°
16-noviembre-2024,19:49,Neblina,19°,15 km/h,46%,1022 hPa,7°
16-noviembre-2024,20:51,Neblina,18°,7 km/h,49%,1023 hPa,7°
16-noviembre-2024,21:52,Neblina,18°,9 km/h,49%,1023 hPa,7°
16-noviembre-2024,23:45,Neblina,16°,6 km/h,51%,1024 hPa,6°
17-noviembre-2024,04:38,Neblina,12°,9 km/h,67%,1023 hPa,6°
17-noviembre-2024,04:45,Neblina,11°,9 km/h,71%,1023 hPa,6°
17-noviembre-2024,05:50,Neblina,11°,6 km/h,71%,1023 hPa,6°
17-noviembre-2024,06:45,Neblina,10°,6 km/h,82%,1023 hPa,7°
17-noviembre-2024,07:45,Neblina,12°,6 km/h,71%,1024 hPa,7°
17-noviembre-2024,08:40,Neblina,15°,7 km/h,59%,1025 hPa,7°
17-noviembre-2024,08:45,Neblina,15°,En calma,59%,1025 hPa,7°
17-noviembre-2024,09:18,Neblina,17°,6 km/h,48%,1025 hPa,6°
17-noviembre-2024,09:45,Neblina,18°,6 km/h,49%,1025 hPa,7°
17-noviembre-2024,10:40,Neblina,20°,9 km/h,40%,1025 hPa,6°
17-noviembre-2024,11:15,Neblina,23°,9 km/h,31%,1025 hPa,5°
17-noviembre-2024,11:45,Neblina,24°,En calma,29%,1024 hPa,5°
17-noviembre-2024,13:35,Neblina,26°,19 km/h,24%,1021 hPa,4°
17-noviembre-2024,14:49,Neblina,25°,15 km/h,26%,1020 hPa,4°
17-noviembre-2024,15:52,Nubes dispersas,26°,15 km/h,20%,1020 hPa,1°
17-noviembre-2024,17:41,Parcialmente cubierto,23°,15 km/h,23%,1020 hPa,1°
17-noviembre-2024,17:46,Parcialmente cubierto,22°,15 km/h,25%,1020 hPa,1°
17-noviembre-2024,19:52,Despejado,20°,15 km/h,46%,1022 hPa,8°
17-noviembre-2024,20:50,Despejado,19°,7 km/h,46%,1023 hPa,7°
17-noviembre-2024,21:49,Neblina,18°,En calma,39%,1023 hPa,4°
17-noviembre-2024,22:47,Neblina,17°,7 km/h,48%,1023 hPa,6°
17-noviembre-2024,23:53,Neblina,16°,En calma,48%,1022 hPa,5°
18-noviembre-2024,01:55,Neblina,14°,En calma,55%,1022 hPa,5°
18-noviembre-2024,03:11,Neblina,13°,En calma,62%,1021 hPa,6°
18-noviembre-2024,04:52,Neblina,11°,6 km/h,66%,1021 hPa,5°
18-noviembre-2024,05:53,Neblina,11°,En calma,66%,1021 hPa,5°
18-noviembre-2024,08:21,Neblina,14°,7 km/h,58%,1023 hPa,6°
18-noviembre-2024,09:26,Neblina,17°,6 km/h,48%,1023 hPa,6°
18-noviembre-2024,10:46,Neblina,19°,9 km/h,34%,1022 hPa,3°
18-noviembre-2024,10:48,Neblina,22°,6 km/h,27%,1022 hPa,2°
18-noviembre-2024,11:42,Neblina,24°,En calma,22%,1021 hPa,1°
18-noviembre-2024,11:52,Neblina,25°,9 km/h,21%,1021 hPa,1°
18-noviembre-2024,14:54,Neblina,26°,En calma,21%,1018 hPa,2°
18-noviembre-2024,15:46,Neblina,25°,11 km/h,28%,1018 hPa,5°
18-noviembre-2024,16:55,Neblina,24°,22 km/h,34%,1018 hPa,7°
18-noviembre-2024,17:47,Neblina,22°,15 km/h,38%,1019 hPa,7°
18-noviembre-2024,17:50,Neblina,21°,15 km/h,40%,1019 hPa,7°
18-noviembre-2024,17:55,Neblina,21°,26 km/h,43%,1021 hPa,8°
18-noviembre-2024,19:49,Neblina,19°,15 km/h,56%,1021 hPa,10°
18-noviembre-2024,21:45,Neblina,18°,11 km/h,59%,1022 hPa,10°
18-noviembre-2024,22:45,Neblina,17°,En calma,63%,1022 hPa,10°
18-noviembre-2024,23:46,Neblina,17°,15 km/h,63%,1022 hPa,10°
19-noviembre-2024,01:45,Neblina,15°,En calma,72%,1022 hPa,10°
19-noviembre-2024,05:47,Neblina,13°,7 km/h,72%,1022 hPa,8°
19-noviembre-2024,06:45,Neblina,12°,7 km/h,82%,1023 hPa,9°
19-noviembre-2024,07:45,Neblina,14°,6 km/h,72%,1024 hPa,9°
19-noviembre-2024,08:25,Neblina,16°,7 km/h,68%,1024 hPa,10°
19-noviembre-2024,08:49,Neblina,17°,11 km/h,63%,1025 hPa,10°
19-noviembre-2024,09:52,Neblina,19°,6 km/h,56%,1025 hPa,10°
19-noviembre-2024,10:46,Neblina,20°,6 km/h,53%,1025 hPa,10°
19-noviembre-2024,11:41,Neblina,23°,6 km/h,41%,1024 hPa,9°
19-noviembre-2024,11:45,Neblina,24°,6 km/h,38%,1024 hPa,9°
19-noviembre-2024,12:45,Neblina,24°,En calma,41%,1022 hPa,10°
19-noviembre-2024,14:56,Neblina,24°,19 km/h,36%,1020 hPa,8°
19-noviembre-2024,15:48,Neblina,25°,26 km/h,36%,1020 hPa,9°
19-noviembre-2024,16:49,Neblina,24°,20 km/h,34%,1021 hPa,7°
19-noviembre-2024,17:42,Neblina,22°,13 km/h,38%,1021 hPa,7°
19-noviembre-2024,17:55,Neblina,21°,26 km/h,43%,1021 hPa,8°
19-noviembre-2024,21:45,Neblina,19°,13 km/h,60%,1026 hPa,11°
19-noviembre-2024,22:13,Lluvia ligera,18°,En calma,64%,1026 hPa,11°
19-noviembre-2024,22:59,Lluvia,17°,6 km/h,77%,1027 hPa,13°
19-noviembre-2024,23:45,Neblina,17°,4 km/h,82%,1027 hPa,14°
20-noviembre-2024,00:13,Lluvia ligera,17°,9 km/h,82%,1027 hPa,14°
20-noviembre-2024,00:45,Lluvia ligera,17°,9 km/h,82%,1027 hPa,14°
20-noviembre-2024,03:45,Neblina,17°,9 km/h,82%,1026 hPa,14°
20-noviembre-2024,05:46,Neblina,17°,6 km/h,77%,1028 hPa,13°
20-noviembre-2024,06:46,Neblina,17°,9 km/h,77%,1028 hPa,13°
20-noviembre-2024,12:54,Lluvia ligera,19°,19 km/h,64%,1029 hPa,12°
20-noviembre-2024,13:10,Neblina,19°,19 km/h,64%,1029 hPa,12°
20-noviembre-2024,13:45,Neblina,19°,19 km/h,60%,1028 hPa,11°
20-noviembre-2024,14:51,Neblina,18°,22 km/h,73%,1028 hPa,13°
20-noviembre-2024,15:20,Lluvia ligera,16°,30 km/h,82%,1028 hPa,13°
20-noviembre-2024,15:45,Lluvia ligera,15°,19 km/h,88%,1028 hPa,13°
20-noviembre-2024,16:55,Lluvia ligera,14°,19 km/h,82%,1029 hPa,11°
20-noviembre-2024,17:45,Neblina,20°,19 km/h,46%,1027 hPa,8°
20-noviembre-2024,17:52,Neblina,14°,15 km/h,77%,1030 hPa,10°
20-noviembre-2024,17:55,Neblina,14°,17 km/h,72%,1030 hPa,9°
20-noviembre-2024,18:54,Neblina,13°,26 km/h,77%,1031 hPa,9°
20-noviembre-2024,19:47,Neblina,13°,17 km/h,77%,1032 hPa,9°
20-noviembre-2024,20:43,Neblina,12°,17 km/h,82%,1033 hPa,9°
20-noviembre-2024,21:45,Neblina,12°,11 km/h,76%,1033 hPa,8°
20-noviembre-2024,22:45,Neblina,11°,13 km/h,82%,1033 hPa,8°
20-noviembre-2024,23:51,Neblina,10°,15 km/h,82%,1032 hPa,7°
21-noviembre-2024,01:45,Neblina,11°,En calma,76%,1032 hPa,7°
21-noviembre-2024,02:46,Neblina,10°,11 km/h,76%,1031 hPa,6°
21-noviembre-2024,05:47,Neblina,10°,6 km/h,82%,1031 hPa,7°
21-noviembre-2024,06:45,Neblina,11°,9 km/h,76%,1031 hPa,7°
21-noviembre-2024,08:50,Neblina,12°,7 km/h,71%,1032 hPa,7°
21-noviembre-2024,10:48,Neblina,17°,11 km/h,55%,1031 hPa,8°
21-noviembre-2024,11:48,Neblina,18°,9 km/h,52%,1030 hPa,8°
21-noviembre-2024,12:47,Neblina,19°,11 km/h,46%,1029 hPa,7°
21-noviembre-2024,13:47,Neblina,21°,15 km/h,40%,1028 hPa,7°
21-noviembre-2024,13:50,Neblina,21°,7 km/h,40%,1028 hPa,7°
21-noviembre-2024,14:45,Neblina,22°,9 km/h,38%,1027 hPa,7°
21-noviembre-2024,15:50,Neblina,22°,15 km/h,41%,1027 hPa,8°
21-noviembre-2024,16:45,Neblina,22°,15 km/h,41%,1027 hPa,8°
21-noviembre-2024,17:42,Neblina,20°,15 km/h,46%,1027 hPa,8°
21-noviembre-2024,17:45,Neblina,20°,19 km/h,46%,1027 hPa,8°
21-noviembre-2024,18:45,Neblina,19°,19 km/h,49%,1028 hPa,8°
21-noviembre-2024,19:45,Neblina,17°,19 km/h,55%,1029 hPa,8°
21-noviembre-2024,19:50,Neblina,17°,19 km/h,55%,1029 hPa,8°
21-noviembre-2024,22:45,Despejado,14°,15 km/h,67%,1031 hPa,8°
21-noviembre-2024,23:45,Despejado,13°,15 km/h,67%,1031 hPa,7°
22-noviembre-2024,00:45,Neblina,12°,11 km/h,71%,1031 hPa,7°
22-noviembre-2024,02:45,Neblina,11°,4 km/h,76%,1030 hPa,7°
22-noviembre-2024,02:53,Neblina,9°,9 km/h,81%,1030 hPa,6°
22-noviembre-2024,04:00,Neblina,8°,11 km/h,93%,1030 hPa,7°
22-noviembre-2024,04:06,Neblina,8°,11 km/h,93%,1030 hPa,7°
22-noviembre-2024,04:09,Niebla,8°,13 km/h,93%,1030 hPa,7°
22-noviembre-2024,04:15,Niebla,8°,13 km/h,93%,1030 hPa,7°
22-noviembre-2024,04:25,Niebla,8°,11 km/h,93%,1030 hPa,7°
22-noviembre-2024,04:46,Niebla,7°,9 km/h,100%,1029 hPa,7°
22-noviembre-2024,05:45,Niebla,7°,7 km/h,100%,1030 hPa,7°
22-noviembre-2024,06:45,Niebla,7°,7 km/h,100%,1030 hPa,7°
22-noviembre-2024,07:29,Niebla,8°,6 km/h,93%,1030 hPa,7°
22-noviembre-2024,07:38,Neblina,8°,6 km/h,93%,1031 hPa,7°
22-noviembre-2024,08:23,Neblina,8°,9 km/h,100%,1031 hPa,8°
22-noviembre-2024,08:50,Neblina,9°,9 km/h,100%,1031 hPa,9°
22-noviembre-2024,09:16,Neblina,10°,11 km/h,87%,1031 hPa,8°
22-noviembre-2024,10:18,Neblina,13°,6 km/h,67%,1031 hPa,7°
22-noviembre-2024,10:46,Neblina,14°,6 km/h,58%,1031 hPa,6°
22-noviembre-2024,11:50,Neblina,17°,6 km/h,32%,1029 hPa,0°
22-noviembre-2024,11:54,Neblina,18°,En calma,30%,1029 hPa,0°
22-noviembre-2024,14:45,Neblina,20°,15 km/h,23%,1026 hPa,-2°
22-noviembre-2024,15:50,Neblina,21°,19 km/h,18%,1026 hPa,-4°
22-noviembre-2024,16:45,Neblina,20°,19 km/h,21%,1026 hPa,-3°
22-noviembre-2024,17:50,Neblina,19°,19 km/h,22%,1026 hPa,-3°
22-noviembre-2024,19:43,Neblina,16°,11 km/h,25%,1028 hPa,-4°
22-noviembre-2024,19:45,Neblina,16°,11 km/h,25%,1028 hPa,-4°
22-noviembre-2024,21:45,Despejado,14°,11 km/h,36%,1029 hPa,-1°
22-noviembre-2024,22:45,Despejado,13°,13 km/h,38%,1029 hPa,-1°
22-noviembre-2024,23:46,Despejado,11°,11 km/h,50%,1029 hPa,1°
22-noviembre-2024,23:51,Despejado,10°,11 km/h,50%,1029 hPa,0°
23-noviembre-2024,00:46,Despejado,8°,9 km/h,57%,1029 hPa,0°
23-noviembre-2024,00:48,Despejado,8°,9 km/h,57%,1029 hPa,0°
23-noviembre-2024,01:46,Neblina,7°,6 km/h,61%,1028 hPa,0°
23-noviembre-2024,02:46,Despejado,5°,11 km/h,60%,1028 hPa,-2°
23-noviembre-2024,02:50,Despejado,5°,13 km/h,60%,1028 hPa,-2°
23-noviembre-2024,05:41,Despejado,3°,11 km/h,70%,1028 hPa,-2°
23-noviembre-2024,07:45,Despejado,5°,6 km/h,52%,1029 hPa,-4°
23-noviembre-2024,07:50,Despejado,5°,6 km/h,52%,1029 hPa,-4°
23-noviembre-2024,08:15,Despejado,7°,11 km/h,53%,1029 hPa,-2°
23-noviembre-2024,08:45,Despejado,8°,6 km/h,53%,1029 hPa,-1°
23-noviembre-2024,09:10,Despejado,10°,6 km/h,46%,1029 hPa,-1°
23-noviembre-2024,09:50,Despejado,12°,7 km/h,40%,1030 hPa,-1°
23-noviembre-2024,10:25,Despejado,14°,En calma,36%,1029 hPa,-1°
23-noviembre-2024,10:45,Neblina,16°,6 km/h,29%,1029 hPa,-2°
23-noviembre-2024,10:50,Neblina,16°,6 km/h,29%,1029 hPa,-2°
23-noviembre-2024,11:40,Neblina,18°,En calma,14%,1028 hPa,-10°
23-noviembre-2024,11:50,Neblina,19°,9 km/h,13%,1028 hPa,-10°
23-noviembre-2024,12:45,Neblina,20°,En calma,12%,1026 hPa,-10°
23-noviembre-2024,13:40,Neblina,22°,11 km/h,14%,1025 hPa,-7°
23-noviembre-2024,13:50,Neblina,22°,9 km/h,14%,1025 hPa,-7°
23-noviembre-2024,14:45,Neblina,22°,7 km/h,10%,1024 hPa,-11°
23-noviembre-2024,15:53,Neblina,22°,15 km/h,10%,1024 hPa,-11°
23-noviembre-2024,16:52,Neblina,22°,11 km/h,8%,1024 hPa,-14°
23-noviembre-2024,17:53,Neblina,20°,15 km/h,10%,1024 hPa,-12°
23-noviembre-2024,18:49,Despejado,18°,9 km/h,13%,1025 hPa,-11°
23-noviembre-2024,19:46,Despejado,17°,11 km/h,17%,1026 hPa,-8°
23-noviembre-2024,20:51,Despejado,16°,11 km/h,23%,1027 hPa,-5°
23-noviembre-2024,21:45,Despejado,15°,9 km/h,23%,1027 hPa,-6°
23-noviembre-2024,23:45,Despejado,13°,4 km/h,28%,1028 hPa,-5°
24-noviembre-2024,00:04,Despejado,11°,7 km/h,37%,1028 hPa,-3°
24-noviembre-2024,05:45,Despejado,4°,9 km/h,60%,1027 hPa,-3°
24-noviembre-2024,06:46,Despejado,3°,6 km/h,70%,1028 hPa,-2°
24-noviembre-2024,07:50,Despejado,5°,9 km/h,60%,1029 hPa,-2°
24-noviembre-2024,08:35,Despejado,8°,9 km/h,49%,1029 hPa,-2°
24-noviembre-2024,08:50,Despejado,9°,6 km/h,46%,1029 hPa,-2°
24-noviembre-2024,09:10,Despejado,11°,En calma,37%,1029 hPa,-3°
24-noviembre-2024,09:45,Despejado,12°,7 km/h,38%,1030 hPa,-2°
24-noviembre-2024,10:20,Neblina,14°,6 km/h,31%,1029 hPa,-3°
24-noviembre-2024,10:40,Neblina,16°,En calma,27%,1029 hPa,-3°
24-noviembre-2024,10:50,Neblina,17°,En calma,23%,1029 hPa,-4°
24-noviembre-2024,11:30,Neblina,19°,En calma,16%,1029 hPa,-7°
24-noviembre-2024,11:50,Neblina,20°,6 km/h,17%,1028 hPa,-6°
24-noviembre-2024,12:40,Neblina,22°,6 km/h,15%,1027 hPa,-6°
24-noviembre-2024,14:51,Despejado,23°,22 km/h,12%,1025 hPa,-8°
24-noviembre-2024,15:47,Despejado,23°,11 km/h,13%,1025 hPa,-7°
24-noviembre-2024,16:53,Despejado,22°,15 km/h,14%,1025 hPa,-7°
24-noviembre-2024,18:45,Despejado,20°,11 km/h,17%,1026 hPa,-6°
24-noviembre-2024,19:43,Despejado,18°,15 km/h,22%,1027 hPa,-4°
24-noviembre-2024,19:48,Despejado,17°,15 km/h,22%,1027 hPa,-5°
24-noviembre-2024,20:54,Despejado,16°,15 km/h,27%,1029 hPa,-3°
24-noviembre-2024,21:45,Despejado,16°,11 km/h,27%,1029 hPa,-3°
24-noviembre-2024,22:45,Despejado,16°,9 km/h,27%,1029 hPa,-3°
24-noviembre-2024,23:15,Despejado,14°,11 km/h,33%,1029 hPa,-2°
25-noviembre-2024,00:27,Despejado,12°,En calma,38%,1029 hPa,-2°
25-noviembre-2024,00:45,Despejado,12°,7 km/h,38%,1028 hPa,-2°
25-noviembre-2024,01:40,Despejado,10°,6 km/h,43%,1028 hPa,-2°
25-noviembre-2024,02:41,Despejado,8°,En calma,53%,1028 hPa,-1°
25-noviembre-2024,04:43,Despejado,6°,7 km/h,56%,1028 hPa,-2°
25-noviembre-2024,04:45,Despejado,6°,9 km/h,56%,1028 hPa,-2°
25-noviembre-2024,05:45,Despejado,5°,6 km/h,56%,1029 hPa,-3°
25-noviembre-2024,06:45,Neblina,6°,7 km/h,56%,1029 hPa,-2°
25-noviembre-2024,08:47,Despejado,10°,7 km/h,46%,1031 hPa,-1°
25-noviembre-2024,09:22,Neblina,13°,6 km/h,38%,1031 hPa,-1°
25-noviembre-2024,09:46,Neblina,14°,En calma,36%,1031 hPa,-1°
25-noviembre-2024,10:20,Neblina,17°,En calma,29%,1031 hPa,-1°
25-noviembre-2024,10:50,Neblina,18°,7 km/h,24%,1030 hPa,-3°
25-noviembre-2024,11:40,Neblina,20°,6 km/h,19%,1030 hPa,-4°
25-noviembre-2024,12:47,Neblina,22°,17 km/h,10%,1028 hPa,-11°
25-noviembre-2024,13:46,Neblina,23°,11 km/h,10%,1027 hPa,-10°
25-noviembre-2024,14:55,Neblina,24°,15 km/h,10%,1026 hPa,-9°
25-noviembre-2024,15:50,Neblina,24°,28 km/h,8%,1026 hPa,-12°
25-noviembre-2024,17:30,Despejado,22°,24 km/h,11%,1027 hPa,-10°
25-noviembre-2024,17:56,Despejado,22°,19 km/h,8%,1027 hPa,-13°
25-noviembre-2024,18:19,Despejado,20°,17 km/h,12%,1028 hPa,-10°
25-noviembre-2024,18:52,Despejado,20°,17 km/h,12%,1029 hPa,-10°
25-noviembre-2024,19:08,Despejado,18°,13 km/h,15%,1029 hPa,-9°
25-noviembre-2024,19:45,Despejado,17°,11 km/h,17%,1030 hPa,-8°
25-noviembre-2024,22:45,Despejado,15°,13 km/h,23%,1031 hPa,-6°
25-noviembre-2024,23:45,Despejado,13°,En calma,28%,1031 hPa,-5°
26-noviembre-2024,03:15,Despejado,6°,6 km/h,42%,1031 hPa,-6°
26-noviembre-2024,05:45,Despejado,5°,7 km/h,41%,1031 hPa,-7°
26-noviembre-2024,06:45,Despejado,4°,6 km/h,44%,1031 hPa,-7°
26-noviembre-2024,08:18,Despejado,7°,7 km/h,39%,1032 hPa,-6°
26-noviembre-2024,09:21,Despejado,13°,7 km/h,28%,1032 hPa,-5°
26-noviembre-2024,10:50,Despejado,17°,En calma,17%,1032 hPa,-8°
26-noviembre-2024,10:52,Despejado,18°,9 km/h,16%,1032 hPa,-8°
26-noviembre-2024,12:24,Despejado,21°,6 km/h,11%,1030 hPa,-11°
26-noviembre-2024,13:47,Despejado,23°,7 km/h,8%,1028 hPa,-13°
26-noviembre-2024,14:34,Niebla espesa,25°,19 km/h,7%,1027 hPa,-14°
26-noviembre-2024,14:46,Niebla espesa,25°,19 km/h,6%,1027 hPa,-15°
26-noviembre-2024,15:49,Despejado,26°,22 km/h,6%,1026 hPa,-14°
26-noviembre-2024,16:50,Despejado,25°,19 km/h,7%,1026 hPa,-13°
26-noviembre-2024,17:26,Despejado,23°,22 km/h,7%,1026 hPa,-14°
26-noviembre-2024,17:56,Despejado,22°,19 km/h,8%,1027 hPa,-13°
26-noviembre-2024,18:45,Despejado,21°,11 km/h,11%,1028 hPa,-11°
26-noviembre-2024,19:51,Despejado,19°,15 km/h,14%,1029 hPa,-9°
26-noviembre-2024,19:56,Despejado,18°,22 km/h,15%,1029 hPa,-9°
26-noviembre-2024,20:57,Despejado,17°,13 km/h,27%,1030 hPa,-2°
26-noviembre-2024,21:41,Despejado,15°,7 km/h,31%,1030 hPa,-2°
26-noviembre-2024,21:45,Despejado,15°,13 km/h,31%,1030 hPa,-2°
26-noviembre-2024,22:45,Despejado,14°,En calma,36%,1030 hPa,-1°
26-noviembre-2024,23:27,Despejado,12°,En calma,40%,1030 hPa,-1°
26-noviembre-2024,23:52,Despejado,11°,9 km/h,47%,1030 hPa,0°
27-noviembre-2024,00:41,Despejado,9°,7 km/h,53%,1030 hPa,0°
27-noviembre-2024,00:45,Despejado,9°,7 km/h,53%,1030 hPa,0°
27-noviembre-2024,03:42,Despejado,7°,7 km/h,49%,1028 hPa,-3°
27-noviembre-2024,03:45,Despejado,6°,7 km/h,52%,1028 hPa,-3°
27-noviembre-2024,05:50,Neblina,5°,En calma,56%,1028 hPa,-3°
27-noviembre-2024,06:45,Neblina,6°,7 km/h,52%,1029 hPa,-3°
27-noviembre-2024,07:13,Neblina,3°,15 km/h,60%,1029 hPa,-4°
27-noviembre-2024,07:23,Neblina,5°,9 km/h,56%,1029 hPa,-3°
27-noviembre-2024,08:20,Despejado,8°,7 km/h,49%,1029 hPa,-2°
27-noviembre-2024,09:26,Neblina,12°,6 km/h,38%,1030 hPa,-2°
27-noviembre-2024,09:47,Neblina,13°,7 km/h,38%,1030 hPa,-1°
27-noviembre-2024,10:05,Neblina,15°,En calma,31%,1030 hPa,-2°
27-noviembre-2024,10:40,Neblina,17°,6 km/h,25%,1029 hPa,-3°
27-noviembre-2024,10:50,Neblina,18°,6 km/h,24%,1029 hPa,-3°
27-noviembre-2024,11:25,Neblina,20°,7 km/h,19%,1028 hPa,-4°
27-noviembre-2024,11:45,Neblina,21°,7 km/h,16%,1028 hPa,-6°
27-noviembre-2024,12:40,Neblina,23°,En calma,14%,1026 hPa,-6°
27-noviembre-2024,12:50,Neblina,23°,6 km/h,12%,1026 hPa,-8°
27-noviembre-2024,13:25,Neblina,25°,6 km/h,11%,1025 hPa,-7°
27-noviembre-2024,13:45,Neblina,25°,9 km/h,11%,1025 hPa,-8°
27-noviembre-2024,14:52,Neblina,26°,11 km/h,9%,1023 hPa,-9°
27-noviembre-2024,16:45,Neblina,26°,6 km/h,8%,1023 hPa,-10°
27-noviembre-2024,18:56,Despejado,23°,7 km/h,13%,1025 hPa,-7°
27-noviembre-2024,20:35,Despejado,20°,9 km/h,14%,1026 hPa,-8°
27-noviembre-2024,21:45,Despejado,18°,6 km/h,20%,1026 hPa,-5°
27-noviembre-2024,23:45,Despejado,15°,En calma,29%,1026 hPa,-3°
28-noviembre-2024,00:45,Despejado,13°,4 km/h,30%,1026 hPa,-4°
28-noviembre-2024,01:06,Despejado,11°,En calma,37%,1026 hPa,-3°
28-noviembre-2024,04:48,Neblina,6°,4 km/h,56%,1026 hPa,-2°
28-noviembre-2024,05:49,Neblina,5°,9 km/h,56%,1026 hPa,-3°
28-noviembre-2024,06:45,Neblina,6°,4 km/h,49%,1027 hPa,-4°
28-noviembre-2024,07:23,Neblina,8°,7 km/h,46%,1027 hPa,-3°
28-noviembre-2024,07:46,Neblina,9°,7 km/h,46%,1028 hPa,-2°
28-noviembre-2024,08:46,Neblina,12°,7 km/h,35%,1028 hPa,-3°
28-noviembre-2024,09:22,Neblina,15°,En calma,29%,1028 hPa,-3°
28-noviembre-2024,10:17,Neblina,18°,6 km/h,24%,1028 hPa,-3°
28-noviembre-2024,10:45,Neblina,19°,En calma,21%,1028 hPa,-4°
28-noviembre-2024,11:33,Neblina,22°,En calma,17%,1027 hPa,-4°
28-noviembre-2024,12:46,Neblina,24°,9 km/h,13%,1026 hPa,-6°
28-noviembre-2024,13:18,Neblina,25°,9 km/h,11%,1025 hPa,-8°
28-noviembre-2024,13:50,Neblina,26°,9 km/h,11%,1024 hPa,-7°
28-noviembre-2024,15:46,Neblina,27°,17 km/h,7%,1022 hPa,-12°
28-noviembre-2024,17:38,Neblina,25°,9 km/h,8%,1023 hPa,-12°
28-noviembre-2024,17:45,Neblina,25°,En calma,8%,1023 hPa,-12°
28-noviembre-2024,18:11,Neblina,23°,22 km/h,20%,1023 hPa,-1°
28-noviembre-2024,19:41,Neblina,20°,6 km/h,19%,1025 hPa,-4°
28-noviembre-2024,20:06,Neblina,18°,9 km/h,30%,1026 hPa,0°
28-noviembre-2024,23:46,Neblina,16°,7 km/h,29%,1028 hPa,-2°
29-noviembre-2024,00:41,Neblina,14°,9 km/h,33%,1027 hPa,-2°
